Date of occurrence,Sea area of occurrence,State Reporting,Competent authority,Casualty Report Nr.,Occurrence severity,Latitude,Longitude,Third party/other damage,Time (LT) of occurrence,Lives lost Occurrence-Total,People Injured Occurrence-Total,Port of accident,Investigation Status,Directive 2009/18,National location,Missing people Occurrence - Total,Loss / damage to ship or equipment,Did the ship sink?,Pollution (bunkers),Pollution (cargo),Place on board,Ship operation,Poll. quantity/bunker,Poll. quantity/cargo,Ship’s routeing,Voyage segment,Cargo damage,IMO number,Name of ship,Ship / craft type,Port of departure,Port of destination,Occurrence with ship(s),Deviation (CE),Occurrence with person(s),Release of pollutants in the air,Lat,Lon,Lat_original,Lon_original,Teatro_Maritimo
2018-05-11,Territorial sea,Portugal,Portugal - GAMA,2033/2018,Very serious,37°5.23' N,8°24' W,No,10:21,0.0,0.0,,Finished,Yes,Portugal - Portimão,,Material damage,Yes,No,Yes,Ship - Deck - Boat deck,Normal service - In passage - Transitional mode,0.0,0.001,No routeing system,Mid-water,Yes,,AURORA,Recreational craft - Motorboat,PORTUGAL - Armacao de Pera,PORTUGAL - Armacao de Pera,Capsizing/Listing - Capsizing,,,No,37.08716666666667,-8.4,37.08716666666667,-8.4,Continente
2018-06-13,Territorial sea,Portugal,Portugal - GAMA,2058/2018,Very serious,37°12' N,8°57' W,No,03:10,0.0,0.0,,Finished,Yes,Portugal - Lagos,,Material damage,Yes,No,Yes,Ship - Keel,Fishing - Fishing,0.0,1.0,No routeing system,Mid-water,Yes,,LUZÉ,Fishing vessel - Gillnetter,PORTUGAL - Sines,PORTUGAL - Sines,Flooding/Foundering - Flooding - Massive,,,No,37.20045770155944,-8.98976606623855,37.2,-8.95,Continente
2018-06-13,Territorial sea,Portugal,Portugal - GAMA,2058/2018,Very serious,37°12' N,8°57' W,No,03:10,0.0,0.0,,Finished,Yes,Portugal - Lagos,,Material damage,Yes,No,Yes,Engine department - Engine room,Fishing - Fishing,0.0,1.0,No routeing system,Mid-water,Yes,,LUZÉ,Fishing vessel - Gillnetter,PORTUGAL - Sines,PORTUGAL - Sines,Flooding/Foundering - Flooding - Massive,,,No,37.20045770155944,-8.98976606623855,37.2,-8.95,Continente
2018-06-13,Territorial sea,Portugal,Portugal - GAMA,2058/2018,Very serious,37°12' N,8°57' W,No,03:10,0.0,0.0,,Finished,Yes,Portugal - Lagos,,Material damage,Yes,No,Yes,Ship - Propeller/rudder/thruster,Fishing - Fishing,0.0,1.0,No routeing system,Mid-water,Yes,,LUZÉ,Fishing vessel - Gillnetter,PORTUGAL - Sines,PORTUGAL - Sines,Flooding/Foundering - Flooding - Massive,,,No,37.20045770155944,-8.98976606623855,37.2,-8.95,Continente
2020-09-22,Territorial sea,Portugal,Portugal - GAMA,2020/006147,Less Serious,37°2' N,25°18.5' W,No,21:00,0.0,1.0,,Not Investigated,Yes,Portugal - Santa Cruz das Flores,,No damage,No,No,No,Accommodation - Cabin space - crew,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Vila do Porto,PORTUGAL - Praia da Vitoria,,Body movement without any physical stress (generally leading to an external injury) - Being caught or carried away; by something or by momentum,Accident,No,37.03333333333333,-25.308333333333334,37.03333333333333,-25.308333333333334,Açores
2020-08-12,Territorial sea,Portugal,Portugal - GAMA,2020/006008,Serious,36°54.7' N,7°56.4' W,No,11:21,0.0,0.0,,Not Investigated,Yes,Portugal - Faro,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Fishing vessel - Multipurpose - Trawler-Purse seiner,PORTUGAL - Olhao,PORTUGAL - Olhao,Loss of control - Loss of propulsion power,,,No,36.91166666666667,-7.9399999999999995,36.91166666666667,-7.9399999999999995,Continente
2025-09-17,Territorial sea,Portugal,Portugal - GAMA,2025/007565,Less Serious,39°21' N,9°41.3' W,No,17:30,0.0,1.0,,Not Investigated,Yes,,0.0,,No,No,No,Ship - Unknown,Fishing - Fishing,0.0,0.0,No routeing system,Transit,,,,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Peniche,PORTUGAL - Peniche,,Body movement under or with physical stress (generally leading to an internal injury) - Pushing; pulling,Accident,,39.35,-9.688333333333333,39.35,-9.688333333333333,Continente
2020-10-04,Territorial sea,Portugal,Portugal - GAMA,2021/000328,Less Serious,39°37.458' N,9°9.767' W,No,14:15,0.0,0.0,,Not Investigated,Yes,Portugal - Nazaré,,No damage,Yes,No,No,Ship - Deck - Main deck,Fishing - Shooting/hauling fishing gear,0.0,0.0,No routeing system,Mid-water,,,,Fishing vessel - Gillnetter,PORTUGAL - Nazare,PORTUGAL - Nazare,,Body movement without any physical stress (generally leading to an external injury) - Uncoordinated movements; spurious or untimely actions,Accident,,39.6243,-9.162783333333334,39.6243,-9.162783333333334,Continente
2019-10-17,Territorial sea,Portugal,Portugal - GAMA,2019/009719,Very serious,36°56.87' N,7°54.75' W,No,04:57,0.0,0.0,,Exceptionally not investigated,Yes,Portugal - Lagos,,Loss of ship - Constructive loss,Yes,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,Unknown,,,Fishing vessel - Multipurpose - Trawler-Purse seiner,PORTUGAL - Olhao,PORTUGAL - Olhao,Capsizing/Listing - Capsizing,,,No,36.947833333333335,-7.9125,36.947833333333335,-7.9125,Continente
2019-10-17,Territorial sea,Portugal,Portugal - GAMA,2019/009719,Very serious,36°56.87' N,7°54.75' W,No,04:57,0.0,0.0,,Exceptionally not investigated,Yes,Portugal - Lagos,,Loss of ship - Constructive loss,Yes,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,Unknown,,,Fishing vessel - Multipurpose - Trawler-Purse seiner,PORTUGAL - Olhao,PORTUGAL - Olhao,Flooding/Foundering - Flooding - Massive,,,No,36.947833333333335,-7.9125,36.947833333333335,-7.9125,Continente
2019-10-17,Territorial sea,Portugal,Portugal - GAMA,2019/009719,Very serious,36°56.87' N,7°54.75' W,No,04:57,0.0,0.0,,Exceptionally not investigated,Yes,Portugal - Lagos,,Loss of ship - Constructive loss,Yes,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Transit,Unknown,,,Fishing vessel - Multipurpose - Trawler-Purse seiner,PORTUGAL - Olhao,PORTUGAL - Olhao,Capsizing/Listing - Listing,,,No,36.947833333333335,-7.9125,36.947833333333335,-7.9125,Continente
2018-09-18,Territorial sea,Portugal,Portugal - GAMA,2018/000866,Less Serious,36°59.561' N,8°56.16' W,No,06:14,0.0,0.0,,Not Investigated,Yes,Portugal - Lagos,,Material damage - Affecting performance or operational characteristics of the ship,No,,,Engine department - Engine room,Normal service - In passage - Displacement mode,,,No routeing system,Mid-water,,,,Recreational craft - Sailboat (aux. motor),SPAIN - Cartagena,PORTUGAL - Lisboa,Loss of control - Loss of propulsion power,,,No,36.99268333333333,-8.936,36.99268333333333,-8.936,Continente
2023-01-13,High sea - Within EEZ,Portugal,Portugal - GAMA,2023/000283,Serious,36°18.45' N,7°38.37' W,No,15:55,0.0,0.0,,Not Investigated,Yes,,0.0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,TUNISIA - Zarzis,NORWAY - Eydehavn,Damage / loss of equipment,,,No,36.3075,-7.6395,36.3075,-7.6395,Continente
2023-01-13,High sea - Within EEZ,Portugal,Portugal - GAMA,2023/000283,Serious,36°18.45' N,7°38.37' W,No,15:55,0.0,0.0,,Not Investigated,Yes,,0.0,,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - General Cargo,TUNISIA - Zarzis,NORWAY - Eydehavn,Loss of control - Loss of propulsion power,,,No,36.3075,-7.6395,36.3075,-7.6395,Continente
2024-08-07,Territorial sea,Portugal,Portugal - GAMA,2024/003806,Serious,37°5.23' N,8°24.24' W,No,15:50,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting marine infrastructure or other ship,No,No,No,Ship - Bow - Port - Above the waterline,Normal service - In passage - Displacement mode,0.0,0.0,Pilotage area,Arrival,No,,,Recreational craft - Motorboat,PORTUGAL - Lagos,PORTUGAL - Lagos,Flooding/Foundering - Foundering,,,No,37.08716666666667,-8.404,37.08716666666667,-8.404,Continente
2022-08-03,Territorial sea,Portugal,Portugal - GAMA,2023/006067,Serious,37°47.2' N,9°5.7' W,No,21:30,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Ship - Over side - Starboard - Above the waterline,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Recreational craft - Motorboat,FRANCE - Bordeaux,GREECE - Athinai,Collision - With other ship,,,No,37.78666666666667,-9.095,37.78666666666667,-9.095,Continente
2022-08-03,Territorial sea,Portugal,Portugal - GAMA,2023/006067,Serious,37°47.2' N,9°5.7' W,No,21:30,0.0,0.0,,Not Investigated,Yes,,0.0,No damage,No,,,Ship - Unknown,Normal service - In passage - Displacement mode,,,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Bulk Carrier,Unknown,Unknown,Collision - With other ship,,,No,37.78666666666667,-9.095,37.78666666666667,-9.095,Continente
2024-02-23,Territorial sea,Portugal,Portugal - GAMA,2024/000805,Serious,38°19.55' N,9°22.23' W,No,20:23,0.0,0.0,,Not Investigated,Yes,,0.0,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,No,,,Cargo ship - Solid Cargo - Bulk Carrier,ALGERIA - Arzew,UNITED KINGDOM - Immingham,Loss of control - Loss of electrical power,,,No,38.325833333333335,-9.3705,38.325833333333335,-9.3705,Continente
2025-07-08,High sea - Within EEZ,Portugal,Portugal - GAMA,2025/004759,Marine incident,37°38.7' N,25°20.2' W,No,09:00,0.0,1.0,,Not Investigated,Yes,,0.0,,,No,No,Ship - Unknown,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,,,,Cargo ship - Solid Cargo - General Cargo,PORTUGAL - Lisboa,PORTUGAL - Ponta Delgada,,Body movement without any physical stress (generally leading to an external injury) - Uncoordinated movements; spurious or untimely actions,Accident,No,37.645,-25.336666666666666,37.645,-25.336666666666666,Açores
2021-10-28,Territorial sea,Portugal,Portugal - GAMA,2021/005874,Very serious,40°13' N,9°29.2' W,,21:45,1.0,0.0,,Finished,Yes,Portugal - Figueira da Foz,,,,No,No,Ship - Deck - Main deck,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Mid-water,,,ALBERTINO CASTANHO,Fishing vessel - Liner,PORTUGAL - Figueira da Foz,PORTUGAL - Figueira da Foz,,Slipping - Stumbling and falling - Fall of persons - Fall overboard of person,Accident,,40.21666666666667,-9.486666666666666,40.21666666666667,-9.486666666666666,Continente
2023-10-31,Territorial sea,Portugal,Portugal - GAMA,2023/005540,Marine incident,38°0.434' N,8°52.837' W,No,22:15,0.0,0.0,,Not Investigated,Yes,Portugal - Sines,0.0,No damage,No,No,No,Engine department - Engine room,Normal service - In passage - Displacement mode,0.0,0.0,No routeing system,Arrival,No,,,Cargo ship - Solid Cargo - Container Ship,INDONESIA - Tanjung Ogogili,PORTUGAL - Sines,Flooding/Foundering - Flooding - Progressive,,,No,37.9895829691596,-8.9396567769211,38.00723333333333,-8.880616666666667,Continente
2020-07-10,Territorial sea,Portugal,Portugal - GAMA,2020/005896,Less Serious,41°35.42' N,8°54.3' W,No,05:30,0.0,0.0,,Not Investigated,Yes,Portugal - Viana do Castelo,,Material damage - Affecting performance or operational characteristics of the ship,No,No,No,Engine department - Engine room,Fishing - Shooting/hauling fishing gear,0.0,0.0,No routeing system,Mid-water,No,,,Fishing vessel - Seiner - Purse seiner,PORTUGAL - Leixoes,PORTUGAL - Leixoes,Flooding/Foundering - Flooding - Progressive,,,No,41.590333333333334,-8.905,41.590333333333334,-8.905,Continente
